BenefitRankingUIActivityLog,,,,,,
Plan Number,Element Path,Field,Row,Description,Updated By,Updated Date
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24744,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24742,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24739,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24738,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24734,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24732,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24731,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 14:44
H5253062000,Benefit Ranking,Benefit Acquisition Ranking,24730,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 14:44
H4527039000,Benefit Ranking,Benefit Acquisition Ranking,23189,Benefit Acquisition Ranking changed from 0 to 3,acrayto2,6/27/2022 14:43
H4527039000,Benefit Ranking,Benefit Acquisition Ranking,23188,Benefit Acquisition Ranking changed from 3 to 0,acrayto2,6/27/2022 14:43
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24729,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24728,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24726,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24724,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24723,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24720,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24718,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24716,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24715,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24714,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24710,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24709,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24706,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24705,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:42
H1045043000,Benefit Ranking,Benefit Acquisition Ranking,24704,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:42
H4527042000,Benefit Ranking,Benefit Acquisition Ranking,23339,Benefit Acquisition Ranking changed from 0 to 4,bpouti,6/27/2022 14:41
H4527042000,Benefit Ranking,Benefit Acquisition Ranking,23338,Benefit Acquisition Ranking changed from 4 to 0,bpouti,6/27/2022 14:41
H4527002000,Benefit Ranking,Benefit Acquisition Ranking,22422,Benefit Acquisition Ranking changed from 0 to 2,acrayto2,6/27/2022 14:38
H4527002000,Benefit Ranking,Benefit Acquisition Ranking,22421,Benefit Acquisition Ranking changed from 2 to 0,acrayto2,6/27/2022 14:38
H4590045000,Benefit Ranking,Benefit Acquisition Ranking,22347,Benefit Acquisition Ranking changed from 0 to 2,acrayto2,6/27/2022 14:37
H4590045000,Benefit Ranking,Benefit Acquisition Ranking,22346,Benefit Acquisition Ranking changed from 2 to 0,acrayto2,6/27/2022 14:37
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24532,Benefit Acquisition Ranking changed from 0 to 4,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24531,Benefit Acquisition Ranking changed from 0 to 1,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24529,Benefit Acquisition Ranking changed from 0 to 15,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24528,Benefit Acquisition Ranking changed from 0 to 10,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24527,Benefit Acquisition Ranking changed from 0 to 9,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24525,Benefit Acquisition Ranking changed from 0 to 8,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24524,Benefit Acquisition Ranking changed from 0 to 2,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24520,Benefit Acquisition Ranking changed from 0 to 6,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24519,Benefit Acquisition Ranking changed from 0 to 13,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24517,Benefit Acquisition Ranking changed from 0 to 11,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24515,Benefit Acquisition Ranking changed from 0 to 5,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24513,Benefit Acquisition Ranking changed from 0 to 7,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24512,Benefit Acquisition Ranking changed from 0 to 3,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24511,Benefit Acquisition Ranking changed from 0 to 12,lbenson3,6/27/2022 14:35
H0609007000,Benefit Ranking,Benefit Acquisition Ranking,24509,Benefit Acquisition Ranking changed from 0 to 14,lbenson3,6/27/2022 14:35
H2228018000,Benefit Ranking,Benefit Acquisition Ranking,24063,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/27/2022 14:34
H2228018000,Benefit Ranking,Benefit Acquisition Ranking,24062,Benefit Acquisition Ranking changed from 2 to 0,bpouti,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24678,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24677,Benefit Acquisition Ranking changed from 0 to 2,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24674,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24673,Benefit Acquisition Ranking changed from 0 to 15,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24672,Benefit Acquisition Ranking changed from 0 to 5,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24670,Benefit Acquisition Ranking changed from 0 to 9,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24669,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24667,Benefit Acquisition Ranking changed from 0 to 8,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24664,Benefit Acquisition Ranking changed from 0 to 14,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24663,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24659,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24656,Benefit Acquisition Ranking changed from 0 to 4,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24655,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24654,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 14:34
H5253052000,Benefit Ranking,Benefit Acquisition Ranking,24653,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 14:34
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24508,Benefit Acquisition Ranking changed from 0 to 4,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24507,Benefit Acquisition Ranking changed from 0 to 2,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24504,Benefit Acquisition Ranking changed from 0 to 8,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24503,Benefit Acquisition Ranking changed from 0 to 3,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24502,Benefit Acquisition Ranking changed from 0 to 5,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24500,Benefit Acquisition Ranking changed from 0 to 13,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24499,Benefit Acquisition Ranking changed from 0 to 1,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24497,Benefit Acquisition Ranking changed from 0 to 15,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24496,Benefit Acquisition Ranking changed from 0 to 11,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24495,Benefit Acquisition Ranking changed from 0 to 9,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24493,Benefit Acquisition Ranking changed from 0 to 14,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24492,Benefit Acquisition Ranking changed from 0 to 10,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24491,Benefit Acquisition Ranking changed from 0 to 7,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24489,Benefit Acquisition Ranking changed from 0 to 6,mondrey,6/27/2022 14:32
H4590041000,Benefit Ranking,Benefit Acquisition Ranking,24487,Benefit Acquisition Ranking changed from 0 to 12,mondrey,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24702,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24701,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24699,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24697,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24696,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24693,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24691,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24689,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24688,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24687,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24684,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24683,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24681,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24680,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:32
H1045042000,Benefit Ranking,Benefit Acquisition Ranking,24679,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:32
H4590037000,Benefit Ranking,Benefit Acquisition Ranking,22325,Benefit Acquisition Ranking changed from 0 to 3,acrayto2,6/27/2022 14:30
H4590037000,Benefit Ranking,Benefit Acquisition Ranking,22324,Benefit Acquisition Ranking changed from 3 to 0,acrayto2,6/27/2022 14:30
H2228127000,Benefit Ranking,Benefit Acquisition Ranking,24223,Benefit Acquisition Ranking changed from 0 to 2,bpouti,6/27/2022 14:30
H2228127000,Benefit Ranking,Benefit Acquisition Ranking,24222,Benefit Acquisition Ranking changed from 2 to 0,bpouti,6/27/2022 14:30
H2802050000,Benefit Ranking,Benefit Acquisition Ranking,22061,Benefit Acquisition Ranking changed from 0 to 5,acrayto2,6/27/2022 14:26
H2802050000,Benefit Ranking,Benefit Acquisition Ranking,22060,Benefit Acquisition Ranking changed from 5 to 0,acrayto2,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24627,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24626,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24625,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24623,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24621,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24620,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24619,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24616,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24614,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24611,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24610,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24606,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24605,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24603,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:26
H1045041000,Benefit Ranking,Benefit Acquisition Ranking,24602,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:26
H2802007000,Benefit Ranking,Benefit Acquisition Ranking,21675,Benefit Acquisition Ranking changed from 0 to 6,acrayto2,6/27/2022 14:25
H2802007000,Benefit Ranking,Benefit Acquisition Ranking,21674,Benefit Acquisition Ranking changed from 6 to 0,acrayto2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24600,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24599,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24597,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24595,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24594,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24593,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24592,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24589,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24588,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24587,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24584,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24583,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24581,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24580,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 14:25
H2577017000,Benefit Ranking,Benefit Acquisition Ranking,24579,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 14:25
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24555,Benefit Acquisition Ranking changed from 0 to 8,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24554,Benefit Acquisition Ranking changed from 0 to 2,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24552,Benefit Acquisition Ranking changed from 0 to 14,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24551,Benefit Acquisition Ranking changed from 0 to 4,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24550,Benefit Acquisition Ranking changed from 0 to 13,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24549,Benefit Acquisition Ranking changed from 0 to 3,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24547,Benefit Acquisition Ranking changed from 0 to 7,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24545,Benefit Acquisition Ranking changed from 0 to 6,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24543,Benefit Acquisition Ranking changed from 0 to 15,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24542,Benefit Acquisition Ranking changed from 0 to 12,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24541,Benefit Acquisition Ranking changed from 0 to 5,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24537,Benefit Acquisition Ranking changed from 0 to 9,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24535,Benefit Acquisition Ranking changed from 0 to 10,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24534,Benefit Acquisition Ranking changed from 0 to 1,atinsle1,6/27/2022 14:23
H5253051000,Benefit Ranking,Benefit Acquisition Ranking,24533,Benefit Acquisition Ranking changed from 0 to 11,atinsle1,6/27/2022 14:23
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24578,Benefit Acquisition Ranking changed from 0 to 4,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24577,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24575,Benefit Acquisition Ranking changed from 0 to 1,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24573,Benefit Acquisition Ranking changed from 0 to 7,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24572,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24570,Benefit Acquisition Ranking changed from 0 to 15,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24569,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24566,Benefit Acquisition Ranking changed from 0 to 13,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24565,Benefit Acquisition Ranking changed from 0 to 10,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24564,Benefit Acquisition Ranking changed from 0 to 11,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24561,Benefit Acquisition Ranking changed from 0 to 12,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24560,Benefit Acquisition Ranking changed from 0 to 8,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24558,Benefit Acquisition Ranking changed from 0 to 9,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24557,Benefit Acquisition Ranking changed from 0 to 5,mcruse1,6/27/2022 14:21
H1045036000,Benefit Ranking,Benefit Acquisition Ranking,24556,Benefit Acquisition Ranking changed from 0 to 14,mcruse1,6/27/2022 14:21
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24133,Benefit Acquisition Ranking changed from 0 to 4,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24132,Benefit Acquisition Ranking changed from 0 to 1,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24130,Benefit Acquisition Ranking changed from 0 to 7,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24128,Benefit Acquisition Ranking changed from 0 to 3,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24127,Benefit Acquisition Ranking changed from 0 to 8,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24125,Benefit Acquisition Ranking changed from 0 to 15,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24124,Benefit Acquisition Ranking changed from 0 to 11,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24121,Benefit Acquisition Ranking changed from 0 to 13,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24120,Benefit Acquisition Ranking changed from 0 to 9,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24119,Benefit Acquisition Ranking changed from 0 to 10,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24116,Benefit Acquisition Ranking changed from 0 to 12,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24115,Benefit Acquisition Ranking changed from 0 to 5,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24113,Benefit Acquisition Ranking changed from 0 to 6,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24112,Benefit Acquisition Ranking changed from 0 to 2,jlivers2,6/27/2022 14:18
H2577004000,Benefit Ranking,Benefit Acquisition Ranking,24111,Benefit Acquisition Ranking changed from 0 to 14,jlivers2,6/27/2022 14:18
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20060,Benefit Acquisition Ranking changed from 0 to 3,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20059,Benefit Acquisition Ranking changed from 0 to 7,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20058,Benefit Acquisition Ranking changed from 0 to 2,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20056,Benefit Acquisition Ranking changed from 0 to 13,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20055,Benefit Acquisition Ranking changed from 0 to 9,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20053,Benefit Acquisition Ranking changed from 0 to 1,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20052,Benefit Acquisition Ranking changed from 0 to 14,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20051,Benefit Acquisition Ranking changed from 0 to 12,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20050,Benefit Acquisition Ranking changed from 0 to 8,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20049,Benefit Acquisition Ranking changed from 0 to 5,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20048,Benefit Acquisition Ranking changed from 0 to 15,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20046,Benefit Acquisition Ranking changed from 0 to 4,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20045,Benefit Acquisition Ranking changed from 0 to 10,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20044,Benefit Acquisition Ranking changed from 0 to 6,kpowel18,6/27/2022 14:15
H0169002000,Benefit Ranking,Benefit Acquisition Ranking,20043,Benefit Acquisition Ranking changed from 0 to 11,kpowel18,6/27/2022 14:15
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24486,Benefit Acquisition Ranking changed from 0 to 6,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24485,Benefit Acquisition Ranking changed from 0 to 3,mcruse1,6/27/2022 14:14
H1045034000,Benefit Ranking,Benefit Acquisition Ranking,24483,Benefit Acquisition Ranking changed from 0 to 2,mcruse1,6/27/2022 14:14
